,MSE training set,MSE validation set
105,0.0019645406864583492,0.0018936335109174252
106,0.001972575206309557,0.001888732542283833
107,0.0019677088130265474,0.0018732129829004407
108,0.0019512391882017255,0.0018781666876748204
109,0.0019129083957523108,0.0018929746001958847
110,0.0019260431872680783,0.0018947772914543748
111,0.001900572795420885,0.0019240918336436152
112,0.001909636310301721,0.0018956777639687061
113,0.0018879815470427275,0.001882406184449792
114,0.0018905290635302663,0.0018598679453134537
115,0.0018720480147749186,0.0018420589622110128
116,0.0018718527862802148,0.0018530504312366247
117,0.0018936536507681012,0.0019325907342135906
118,0.0019668955355882645,0.0020211096853017807
119,0.002028821734711528,0.0019977467600256205
120,0.0020235502161085606,0.0019300105050206184
121,0.0019212528131902218,0.0019822048489004374
122,0.00191617535892874,0.002059134654700756
123,0.0019314574310556054,0.0019817794673144817
124,0.0019113526213914156,0.001870475010946393
125,0.0018573482520878315,0.0018449524650350213
126,0.0018861866556107998,0.0018588578095659614
127,0.0018807249143719673,0.0018482630839571357
128,0.001883597346022725,0.0018450373318046331
129,0.0018709420692175627,0.0018415828235447407
130,0.0018607914680615067,0.0018478736747056246
131,0.0018317548092454672,0.001862259116023779
132,0.0018094030674546957,0.0018864595331251621
